MidDistance,Correlation
24530,0.019202788
24735,0.012132721
25615,0.005991522
26915,-0.029924472
27620,0.0116511
27940,0.029784997
1335,0.175766664
1980,0.020696214
2840,0.189783113
3575,0.258702325
5445,-0.075386447
7705,-0.112589909
8680,-0.057622274
9395,0.105748855
10160,0.093191135
11085,-0.069390419
12075,-0.220215499
12840,0.145396448
13475,-0.116232251
14880,-0.143148533
15870,0.083990838
16035,0.055292522
16255,-0.002235117
16650,-0.081920982
17230,-0.074598757
18100,0.098837504
18985,-0.078491545
19750,-0.082911813
20515,-0.113547437
21310,-0.18594744
21905,0.034824069
22110,-0.066588041
22990,-0.042340591
24290,-0.045464123
24995,0.01888822
25315,0.094890475
645,0.18196727
1505,-0.00042833
2240,-0.00910862
4110,0.041043304
6370,-0.048386049
7345,0.019515942
8060,0.092417323
8825,0.07966215
9750,-0.000441638
10740,-0.165980669
11505,0.081487723
12140,-0.041994882
13545,0.149300809
14535,-0.014976409
14700,0.067183533
14920,0.012280663
15315,0.038799485
15895,0.065309867
16765,0.056319306
17650,0.081655517
18415,0.083941545
19180,-0.039916099
19975,0.032949008
20570,-0.04704423
20775,0.053156796
21655,-0.011066852
22955,0.104726527
23660,-0.075839452
23980,-0.071772661
860,0.054627592
1595,-0.004961425
3465,0.014496238
5725,0.072462184
6700,0.066893854
7415,0.034981337
8180,0.061622827
9105,0.02127288
10095,0.000895986
10860,0.048773783
11495,0.009822238
12900,0.046167781
13890,-0.002633608
14055,0.021037347
14275,-0.015227338
14670,0.056269289
15250,0.044903473
16120,0.001178899
17005,0.026186582
17770,0.075841936
18535,0.011329603
19330,0.084719872
19925,0.008429138
20130,0.054227505
21010,0.021998434
22310,0.06336625
23015,0.004881814
23335,-0.013555481
735,0.363515252
2605,0.040002606
4865,-0.006399264
5840,0.038358808
6555,0.129570199
7320,-0.052999522
8245,0.032352083
9235,-0.022317767
10000,0.100584906
10635,-0.023390702
12040,-0.163029622
13030,0.077640904
13195,0.005653351
13415,0.026939511
13810,-0.114851687
14390,-0.045220631
15260,0.142130715
16145,-0.048036294
16910,0.047606027
17675,-0.005821842
18470,-0.035723471
19065,0.042682146
19270,0.107124392
20150,0.10570473
21450,0.055297574
22155,0.10820308
22475,0.144395568
1870,0.022778807
4130,0.003717702
5105,-0.019006075
5820,-0.031374487
6585,0.078468485
7510,0.03809794
8500,0.088287737
9265,0.024258954
9900,0.004250307
11305,-0.137555082
12295,0.133092163
12460,0.138758554
12680,0.049901924
13075,0.025726203
13655,-0.03567725
14525,0.156268298
15410,-0.091514886
16175,-0.031440744
16940,-0.000894951
17735,-0.089886201
18330,0.112936088
18535,-0.036421513
19415,0.099680464
20715,0.058595164
21420,0.1396715
21740,0.097003485
2260,0.156475236
3235,-0.012534392
3950,0.011912024
4715,0.053205834
5640,0.11677367
6630,0.168172888
7395,0.018045475
8030,0.136436846
9435,0.271990703
10425,0.035285002
10590,0.071028988
10810,0.045538304
11205,0.260282184
11785,0.170288305
12655,0.360486146
13540,0.21327067
14305,0.346022086
15070,0.226128163
15865,0.325790589
16460,0.281532667
16665,0.254649945
17545,0.343963916
18845,0.362026606
19550,0.151275428
19870,0.059119394
975,0.182580453
1690,-0.080778694
2455,0.011064345
3380,0.071310635
4370,0.148755406
5135,-0.048398961
5770,0.059614201
7175,0.081720754
8165,-0.043117631
8330,0.019366039
8550,0.007284302
8945,0.053151925
9525,0.03322161
10395,0.045260696
11280,0.038331233
12045,0.061066679
12810,0.091528975
13605,0.081519257
14200,0.060836579
14405,0.042901156
15285,0.071126357
16585,0.055514802
17290,0.071650141
17610,-0.038990526
715,0.108165548
1480,0.099613604
2405,0.027329087
3395,0.071705715
4160,0.009547516
4795,0.018982729
6200,0.063798297
7190,-0.011728155
7355,-0.001068124
7575,-0.000675234
7970,0.030844255
8550,0.031033538
9420,0.012044659
10305,0.053621077
11070,0.125241767
11835,0.044182384
12630,0.054436387
13225,0.014316159
13430,0.020952831
14310,0.00834794
15610,0.07956737
16315,0.065645347
16635,0.020680298
765,0.105882679
1690,-0.018039938
2680,-0.200097996
3445,0.21037708
4080,0.043400096
5485,0.008335846
6475,0.064323611
6640,-0.112663349
6860,-0.109653302
7255,-0.041167718
7835,0.019735077
8705,0.059429741
9590,0.097306573
10355,0.051936841
11120,-0.125479798
11915,0.112053755
12510,-0.104785649
12715,0.060340126
13595,-0.005326522
14895,0.024050494
15600,-0.056547205
15920,0.227917487
925,0.159564895
1915,0.00964619
2680,0.081903145
3315,0.073761551
4720,0.293099496
5710,0.071601164
5875,0.16719602
6095,0.039778995
6490,0.206118879
7070,0.021225732
7940,0.114673397
8825,0.133601455
9590,0.101931939
10355,0.021556363
11150,0.057004436
11745,0.13781424
11950,-0.018925823
12830,0.065420896
14130,0.091152068
14835,0.002320589
15155,0.023377995
990,0.217953714
1755,-0.012918679
2390,0.126737228
3795,0.14125328
4785,0.020179768
4950,0.002558001
5170,-0.043417944
5565,0.105988354
6145,0.044186917
7015,0.065039631
7900,0.112909456
8665,0.055937731
9430,0.135528891
10225,0.127020695
10820,0.031827658
11025,0.046320597
11905,0.104077887
13205,0.123153041
13910,0.068969114
14230,0.00115492
765,-0.146956281
1400,0.154028676
2805,0.069567732
3795,-0.013189709
3960,0.213438983
4180,0.165465087
4575,0.088413021
5155,0.05215266
6025,0.089500552
6910,0.064146612
7675,0.139591495
8440,0.250018774
9235,0.120378818
9830,0.205723594
10035,0.097273254
10915,0.204742572
12215,0.215917533
12920,0.25086211
13240,-0.048392065
635,0.172858095
2040,0.018697312
3030,0.016620734
3195,-0.07008043
3415,-0.04159703
3810,0.039757159
4390,0.028329919
5260,0.056498966
6145,0.033201992
6910,0.058197284
7675,-0.097734325
8470,0.06853373
9065,-0.043652592
9270,0.071390475
10150,0.022019268
11450,-0.008443265
12155,-0.094528531
12475,0.113791931
1405,0.20010565
2395,0.016590112
2560,0.010674007
2780,0.037282478
3175,0.217983681
3755,0.145334558
4625,0.168575467
5510,0.166377763
6275,0.18135064
7040,0.07079926
7835,0.206913335
8430,0.063091661
8635,0.093400143
9515,0.097570827
10815,0.113806331
11520,0.041751438
11840,0.065730613
990,0.112768555
1155,0.097861262
1375,0.081770002
1770,0.347264204
2350,0.215736081
3220,0.290166217
4105,0.393117763
4870,0.293749282
5635,0.163408827
6430,0.32512063
7025,0.106598961
7230,0.171346408
8110,0.148339509
9410,0.345810253
10115,0.020941301
10435,-0.003154492
165,0.093890809
385,-0.00653978
780,0.007939488
1360,0.012245367
2230,0.14670759
3115,0.074091786
3880,0.060328329
4645,-0.034144583
5440,0.086380782
6035,0.078337724
6240,0.029820405
7120,0.043906629
8420,-0.005346771
9125,0.00527763
9445,0.081817989
220,0.412353098
615,0.13611489
1195,0.012671702
2065,0.081144202
2950,0.022963322
3715,0.05659323
4480,0.173494794
5275,-0.037738012
5870,0.190210484
6075,0.039495803
6955,0.062844449
8255,0.136174013
8960,0.164598315
9280,-0.117949624
395,0.119102881
975,0.037218783
1845,0.078488062
2730,-0.011446441
3495,0.091392002
4260,0.138246126
5055,0.012279955
5650,0.142664026
5855,0.047950698
6735,0.067500817
8035,0.105725339
8740,0.094757013
9060,-0.052597818
580,0.195918725
1450,0.262887005
2335,0.202149917
3100,0.31828771
3865,0.212831543
4660,0.291922064
5255,0.185288741
5460,0.077839304
6340,0.113258332
7640,0.254612803
8345,0.012218648
8665,0.030793053
870,0.166703069
1755,0.137097755
2520,0.193206566
3285,0.115170132
4080,0.187610088
4675,0.036034618
4880,0.125321438
5760,0.115308081
7060,0.21774558
7765,0.070263526
8085,0.041874929
885,0.377674843
1650,0.335526111
2415,0.142466454
3210,0.295979354
3805,0.236726252
4010,0.157281022
4890,0.332915714
6190,0.368354354
6895,0.122980423
7215,0.134867649
765,0.332140773
1530,0.09496835
2325,0.316609515
2920,0.139601732
3125,0.167565718
4005,0.109208256
5305,0.282061389
6010,0.058806994
6330,0.127771371
765,0.284278272
1560,0.346896566
2155,0.231720613
2360,0.276777201
3240,0.212456913
4540,0.392172705
5245,0.154543012
5565,0.051173925
795,0.135048594
1390,0.165124329
1595,0.079050637
2475,0.140780998
3775,0.190839893
4480,0.134543293
4800,-0.08157748
595,0.179539932
800,0.249032903
1680,0.165811583
2980,0.228616901
3685,0.023154853
4005,0.107172351
205,0.303219007
1085,0.146982349
2385,0.148985347
3090,0.216886978
3410,0.010934027
880,0.218198528
2180,0.225241873
2885,0.149290659
3205,0.007728836
1300,0.524427645
2005,0.130933333
2325,0.064709295
705,0.224553104
1025,0.011849378
320,0.077740159
1435,0.215423819
1765,0.154355172
2845,0.08600066
4445,0.12067563
5945,0.219525585
8560,0.258901174
11010,0.265078841
11725,0.149829771
11995,0.191061838
12465,-0.0270644
330,0.31854823
1410,0.029931624
3010,0.309619447
4510,0.206665158
7125,0.165997418
9575,0.188819672
10290,0.236624292
10560,0.184281651
11030,0.011659406
1080,0.103882176
2680,0.29216666
4180,0.214667012
6795,0.117366938
9245,0.13096357
9960,0.213115408
10230,0.106220012
10700,-0.000655478
1600,0.147961055
3100,0.056238226
5715,0.084699309
8165,0.152686976
8880,0.125323467
9150,0.123311825
9620,-0.020512748
1500,0.281933499
4115,0.147841667
6565,0.198833103
7280,0.324529896
7550,0.229970277
8020,0.008717489
2615,0.192880256
5065,0.154004562
5780,0.185538499
6050,0.128836039
6520,0.044313353
2450,0.334539715
3165,0.15067135
3435,0.218648586
3905,0.035384304
715,0.455013236
985,0.40470564
1455,0.019234693
270,0.470975496
740,0.023336886
470,0.091491835
